  ID       SDSS.g               SDSS.g_err           SDSS.r               SDSS.r_err            SDSS.i               SDSS.i_err            SDSS.z              SDSS.z_err           Euclid.VIS           Euclid.VIS_err        Euclid.Y            Euclid.Y_err         Euclid.J            Euclid.J_err         Euclid.H            Euclid.H_err         redshift       
  500000   3.65763318948936     0.3368804713302488   7.634842178470742    0.7031949619787781    11.386757459823297   1.0487591350088437    15.70363025030223   1.4463578183618615   10.519616151009938   0.968892467771018     20.931491271186207  1.9278616197341105   24.705856325798973  2.2754934933249893   29.812616994932384  2.745843539943147    0.045151
  600000   8.928943905685161    0.8223861375909357   17.55497345095201    1.6168728311360159    25.35127828860087    2.3349390538203414    33.35799943180043   3.0723853347328096   23.291628773378594   2.1452383201718512    42.73660495153635   3.936186838117079    49.113403070748646  4.523511658482128    57.49099674552404   5.295116562407899    0.030486
  700000   6.804560254065141    0.6267231695545097   9.567534089564882    0.8812024679847181    12.450882051328655   1.1467686333288436    13.65211349709497   1.257406139787759    11.365803101903527   1.046829167292912     15.8489374930805    1.4597411102063007   17.362015653093337  1.5991007609141379   19.337485181186167  1.7810482311073879   0.027244
  800000   4.218907880721663    0.3885757815848225   7.184558249090134    0.6617222788245241    9.289667784470398    0.8556100351251253    11.407750449867152  1.0506926608749494   8.74983713742923     0.8058897943595031    13.842037691090917  1.2748988047641792   15.819757760806013  1.4570535575041414   18.31470753182869   1.6868469269493584   0.024272
  1200000  1.276438539727909    0.11756433589986795  1.8281004088317927   0.1683742725038684    2.2019117627765876   0.20280357106431315   2.5870212007493163  0.23827346163474852  2.132062700974916    0.196370234629883     3.0116186126168643  0.277380329061089    3.3511976493579976  0.3086567146428799   3.6982833570574867  0.3406244901808422   0.016529
  1300000  1.6173346693931772   0.14896203022479454  3.259869011481517    0.30024503611202275   4.479194022067979    0.41254902150113026   5.921068084571543   0.5453505323718458   4.199523317130894    0.38679039727188613   7.741049061386841   0.7129769775395803   8.978420068737679   0.8269430606789699   10.432777934874565  0.9608943723728169   0.016365
  1400000  4.906817050565005    0.4519345585215493   10.232929922807548   0.9424876899605358    14.073427724141263   1.2962106147125148    18.810489651127618  1.7325101483206216   13.219041048188314   1.217518692591834     24.705856325798973  2.2754934933249893   29.107177316690123  2.680870143489882    34.609871089327974  3.1876869771295246   0.02364 
  1600000  20.137236130988338   1.8547080168098964   41.99523317130893    3.8679039727188607    56.182361629053865   5.174586812157756     77.83949818542827   7.169282833546807    53.90138943935668    4.964501506566012     102.42362955751567  9.433565044150269    116.62726181602251  10.741767939836299   134.89631195684376  12.424409665606245   0.012643
  1900000  1.2427969449576939   0.11446583046879888  2.212075558846651    0.20373969129102884   2.841843007238358    0.26174341770413734   3.64753985372128    0.33595084073726966  2.70894422960666     0.2495029877516656    4.724981372471885   0.4351868734019221   5.530952280299851   0.509419538418137    6.438725290701939   0.593028523726975    0.010557
  2000000  3.17687273122936     0.29260079609081174  2.681635898452737    0.24698779746500363   2.7925442336976816   0.25720283279417133   3.3978185269686962  0.3129506562192124   2.8602241562220625   0.2634363841150437    3.944573575117757   0.36330865790509587  4.215022342081939   0.38821791024548646  4.566672195741152   0.4206060591676771   0.007148
  2100000  0.4528974844292155   0.041713400473626684 0.8574330624952308   0.07897250469445202   1.1890497959603017   0.10951553503214072   1.4387996903936584  0.13251835073087273  1.077456889177417    0.09923744833329952   1.7619762940373664  0.1622840163725936   2.030486815997936   0.18701474974824858  2.39001051022913    0.22012810619827186  0.032789
  2200000  1.8984528295627856   0.17485397000967262  3.473760445691705    0.3199451655228373    4.5793089201260395   0.4217699445127371    5.802296662054742   0.5344112799304029   4.309232713414582    0.3968950062402244    7.277798812477166   0.6703100522051857   8.386874777049036   0.7724597250481816   9.64717036653143    0.8885372402622035   0.02253 
  2300000  2.034230286398779    0.1873595361190281   3.302175304041252    0.3041415897136015    4.3491064696159      0.4005675149601824    5.114461294037856   0.47105930039319466  4.006822836982807    0.3690420268873436    6.014508379371032   0.5539567016956986   6.823389578528406   0.6284574144531625   7.848740262751364   0.7228957038837237   0.033313
  2500000  3.3573760244692785   0.30922576402856583  5.845209471509592    0.5383636958032678    7.783949818542822    0.7169282833546802    9.281112166725888   0.8548220335981888   7.171336943061793    0.6605045515195477    11.035700650773485  1.0164256075145504   12.393674138354777  1.1414995897457305   14.034604054702037  1.2926348225589877   0.037436
  3000000  3.13040046419148     0.28832054205426855  6.344537645678696    0.5843535209027181    8.48789449327771     0.7817639848942911    11.096860308839283  1.0220586202766855   8.009401824933835    0.7376931808281632    14.229836845998594  1.3106164274230574   16.428578057832688  1.5131279799495485   19.08974021608889   1.758230076227478    0.022333
  3400000  4.361141154266211    0.401675950395687    9.718519214725422    0.8951087121302773    13.893123986212162   1.2796040264983912    19.444636102947573  1.7909171958603822   13.025668868202247   1.1997084563650138    26.717752765327095  2.460796006098422    31.739496761997618  2.9233157276931383   38.15926142604026   3.51459791314211     0.022327
  3800000  5.039645388233706    0.46416850071357446  10.665961961792455   0.982371415265068     14.983035999708358   1.3799886341922971    19.84266247505154   1.8275767800476563   13.893123986212162   1.2796040264983912    25.989626219987283  2.3937330719345984   30.90294889631239   2.846266820740909    36.880778460741666  3.3968452786857246   0.029021
  4200000  4.499869516594223    0.41445330494896265  6.643547660067646    0.6118933613846109    7.805489273153665    0.7189121404681679    9.506048604546374   0.8755394454507676   7.627810625487998    0.702547332005981     11.313580787689046  1.042019314331963    12.635721250710755  1.1637929529864528   14.41451041372901   1.3276254918415553   0.014734
  4400000  3.5156048993612816   0.32379918219002857  5.89929577246221     0.5433452282898459    8.27942512786007     0.7625632464819145    9.763378890336087   0.8992404410053515   7.447317907446777    0.6859233380800365    12.257447440217264  1.128952646982797    14.073427724141263  1.2962106147125148   16.504410668350378  1.520112421595259    0.042803
  4700000  1.2705748194677746   0.1170242672974014   1.7963875000486327   0.16545340561956073   2.0137236130988327   0.18547080168098956   2.2019117627765876  0.20280357106431315  1.931967570347514    0.17794079175672886   3.0478961675825142  0.28072161540184515  3.391562748940828   0.3123744777613447   3.7983931541955815  0.34984494338035105  0.013112
